order_id,user_id,order_date,product_id,product_name,category,quantity,unit_price,channel,region,payment_status
O001579,U00939,2025/11/08,P005,氨基酸洗面奶,美妆个护,2,57.51,直播间,华北,已支付
O001580,U01067,2025/10/23,P010,即食燕麦组合,食品饮料,1,49.27,直播间,华东,已支付
O001581,U00278,2025年11月24日,P015,收纳箱套装,家居生活,1,68.56,信息流广告,华中,已支付
O001582,U00562,2025/04/27,P006,精华液礼盒,美妆个护,1,164.7,信息流广告,华东,已支付
O001583,U00514,2025-04-17,P004,补水面膜套装,美妆个护,1,77.42,自然搜索,华北,已支付
O001584,U01075,2025.07.03,P007,轻薄羽绒服,服饰鞋包,1,404.49,直播间,东北,已支付
O001585,U01037,2025-12-15,P010,即食燕麦组合,食品饮料,3,49.84,信息流广告,华中,已支付
O001586,U01086,2025-06-03,P007,轻薄羽绒服,服饰鞋包,1,366.11,会员短信,华北,已支付
O001587,U01343,2025-03-13,P002,机械键盘,数码配件,1,291.85,会员短信,华中,已支付
O001588,U00046,2025-03-09,P004,补水面膜套装,美妆个护,1,84.32,自然搜索,华东,已支付
O001589,U00105,2025-02-28,P008,通勤帆布包,服饰鞋包,1,146.63,,华南,已支付
O001590,U00137,2025-04-10,P001,无线蓝牙耳机,数码配件,1,164.07,直播间,华北,已支付
O001591,U00561,2025.10.23,P014,香薰加湿器,家居生活,2,175.45,直播间,华北,已支付
O001592,U01228,2025/07/28,P005,氨基酸洗面奶,美妆个护,1,53.58,自然搜索,华东,已支付
O001593,U00538,2025/05/15,P012,坚果礼盒,食品饮料,1,138.38,自然搜索,华东,已支付
O001594,U00917,2025.01.18,P002,机械键盘,数码配件,1,332.58,会员短信,华南,已支付
O001595,U00996,2025.12.29,P002,机械键盘,数码配件,4,239.26,自然搜索,华中,已支付
O001596,U00381,2025-11-17,P005,氨基酸洗面奶,美妆个护,1,66.55,自然搜索,华中,已支付
O001597,U00757,2025-03-05,P005,氨基酸洗面奶,美妆个护,2,55.62,会员短信,西南,已支付
O001598,U01122,2025/11/30,P015,收纳箱套装,家居生活,1,100.9,自然搜索,华南,已支付
O001599,U00766,2025.02.11,P003,智能手表,数码配件,2,599.37,会员短信,华中,已支付
O001600,U00856,2025年11月19日,P013,人体工学椅,家居生活,2,787.62,自然搜索,华北,已支付
O001601,U01082,2025/04/04,P007,轻薄羽绒服,服饰鞋包,1,356.44,社群团购,华北,已支付
O001602,U01085,2025-04-18,P005,氨基酸洗面奶,美妆个护,1,63.77,会员短信,华东,已支付
O001603,U01400,2025/10/03,P012,坚果礼盒,食品饮料,1,113.62,自然搜索,华中,已支付
O001604,U01392,2025/10/01,P009,跑步运动鞋,服饰鞋包,1,287.76,社群团购,华南,已支付
O001605,U00977,2025/06/14,P013,人体工学椅,家居生活,2,653.13,直播间,西南,已支付
O001606,U00282,2025.02.05,P008,通勤帆布包,服饰鞋包,1,149.47,自然搜索,西南,已支付
O001607,U00928,2025年07月18日,P003,智能手表,数码配件,1,486.39,自然搜索,华南,已支付
O001608,U00686,2025年02月01日,P011,精品挂耳咖啡,食品饮料,1,65.63,信息流广告,西北,已支付
O001609,U00696,2025年09月14日,P009,跑步运动鞋,服饰鞋包,1,368.96,社群团购,华南,已支付
O001610,U00001,2025年07月18日,P001,无线蓝牙耳机,数码配件,1,150.6,直播间,华中,已支付
O001611,U01061,2025-12-22,P012,坚果礼盒,食品饮料,2,95.36,直播间,华北,已支付
O001612,U01156,2025/10/26,P001,无线蓝牙耳机,数码配件,2,186.43,信息流广告,华东,已支付
O001613,U00480,2025-06-25,P001,无线蓝牙耳机,数码配件,2,185.02,信息流广告,华北,已支付
O001614,U01316,2025年10月24日,P003,智能手表,数码配件,1,464.27,直播间,,已取消
O001615,U00933,2025年11月03日,P012,坚果礼盒,食品饮料,2,105.77,信息流广告,华中,已取消
O001616,U00875,2025-12-31,P006,精华液礼盒,美妆个护,1,218.76,社群团购,华南,已支付
O001617,U00173,2025/04/01,P012,坚果礼盒,食品饮料,1,130.74,信息流广告,华南,已支付
O001618,U00394,2025年02月20日,P013,人体工学椅,家居生活,1,799.22,社群团购,华东,已支付
O001619,U00126,2025/08/27,P001,无线蓝牙耳机,数码配件,3,149.76,自然搜索,华南,已支付
O001620,U00847,2025年12月31日,P002,机械键盘,数码配件,2,226.68,会员短信,华南,已支付
O001621,U00857,2025-06-28,P002,机械键盘,数码配件,1,283.36,自然搜索,华南,已支付
O001622,U01052,2025年10月19日,P013,人体工学椅,家居生活,1,668.05,自然搜索,华北,已支付
O001623,U00746,2025/01/06,P002,机械键盘,数码配件,1,315.99,直播间,华北,退款
O001624,U01360,2025-09-10,P002,机械键盘,数码配件,1,294.37,直播间,华东,已支付
O001625,U00361,2025-10-27,P015,收纳箱套装,家居生活,1,102.17,直播间,华南,已支付
O001626,U01400,2025/06/04,P010,即食燕麦组合,食品饮料,1,53.63,直播间,华中,已支付
O001627,U00053,2025.10.14,P005,氨基酸洗面奶,美妆个护,1,69.09,自然搜索,华北,已支付
O001628,U01241,2025-03-16,P005,氨基酸洗面奶,美妆个护,1,65.96,社群团购,华中,已支付
O001629,U00680,2025年05月05日,P011,精品挂耳咖啡,食品饮料,1,73.13,自然搜索,东北,已支付
O001630,U01044,2025-09-17,P005,氨基酸洗面奶,美妆个护,1,60.16,会员短信,西北,已支付
O001631,U00074,2025.09.02,P011,精品挂耳咖啡,食品饮料,2,81.01,社群团购,华中,已支付
O001632,U00497,2025年06月24日,P007,轻薄羽绒服,服饰鞋包,2,364.82,自然搜索,华中,已支付
O001633,U01328,2025年06月30日,P005,氨基酸洗面奶,美妆个护,1,58.1,自然搜索,华北,已支付
O001634,U00158,2025.03.13,P013,人体工学椅,家居生活,1,876.19,,华东,已支付
O001635,U00086,2025/04/12,P010,即食燕麦组合,食品饮料,1,59.22,会员短信,华中,已支付
O001636,U01063,2025.04.17,P014,香薰加湿器,家居生活,1,154.0,会员短信,华北,已取消
O001637,U00083,2025年10月10日,P012,坚果礼盒,食品饮料,1,123.0,直播间,华南,已支付
O001638,U00298,2025-02-01,P002,机械键盘,数码配件,1,264.11,自然搜索,西北,已支付
O001639,U00804,2025/09/20,P003,智能手表,数码配件,1,495.33,直播间,华北,已支付
O001640,U00456,2025年02月19日,P011,精品挂耳咖啡,食品饮料,1,71.78,直播间,华南,已支付
O001641,U00131,2025年01月12日,P012,坚果礼盒,食品饮料,2,131.32,直播间,华东,退款
O001642,U00484,2025年11月23日,P001,无线蓝牙耳机,数码配件,1,132.52,自然搜索,东北,已支付
O001643,U01202,2025/03/19,P011,精品挂耳咖啡,食品饮料,2,78.86,信息流广告,华中,已支付
O001644,U00278,,P004,补水面膜套装,美妆个护,2,87.24,信息流广告,华东,已支付
O001645,U00314,2025/06/20,P010,即食燕麦组合,食品饮料,2,53.93,信息流广告,华东,已支付
O001646,U00505,2025年08月08日,P008,通勤帆布包,服饰鞋包,1,126.83,自然搜索,华北,已取消
O001647,U01139,,P003,智能手表,数码配件,1,354.94,信息流广告,西南,已支付
O001648,U01330,2025.08.01,P004,补水面膜套装,美妆个护,2,84.58,信息流广告,西北,已支付
O001649,U00168,2025年12月24日,P005,氨基酸洗面奶,美妆个护,1,64.46,,西南,已支付
O001650,U00344,2025年10月01日,P004,补水面膜套装,美妆个护,2,84.61,会员短信,华中,已支付
O001651,U00865,2025-09-04,P006,精华液礼盒,美妆个护,2,209.7,社群团购,华中,已支付
O001652,U00683,2025-12-23,P012,坚果礼盒,食品饮料,1,118.23,自然搜索,华南,已支付
O001653,U00204,2025年03月18日,P009,跑步运动鞋,服饰鞋包,1,318.28,直播间,华中,已支付
O001654,U00835,2025年08月15日,P012,坚果礼盒,食品饮料,2,108.19,信息流广告,华北,已支付
O001655,U01176,2025年05月22日,P004,补水面膜套装,美妆个护,3,81.57,信息流广告,东北,已支付
O001656,U00286,2025-03-15,P011,精品挂耳咖啡,食品饮料,2,75.88,会员短信,华南,已支付
O001657,U00946,2025年02月21日,P010,即食燕麦组合,食品饮料,2,57.06,会员短信,华东,已支付
O001658,U00603,2025.12.08,P008,通勤帆布包,服饰鞋包,2,130.61,自然搜索,华南,已支付
O001659,U00518,2025年10月02日,P011,精品挂耳咖啡,食品饮料,1,77.1,直播间,华东,已支付
O001660,U00193,2025-10-27,P013,人体工学椅,家居生活,1,813.26,自然搜索,华东,已支付
O001661,U00367,2025.05.06,P002,机械键盘,数码配件,1,298.19,自然搜索,华北,已支付
O001662,U00184,2025/05/09,P003,智能手表,数码配件,1,656.18,自然搜索,华东,已取消
O001663,U00550,2025.12.13,P011,精品挂耳咖啡,食品饮料,1,68.99,自然搜索,华中,已支付
O001664,U01269,2025年08月03日,P008,通勤帆布包,服饰鞋包,1,131.4,社群团购,华南,已支付
O001665,U01052,2025-01-11,P006,精华液礼盒,美妆个护,1,240.53,社群团购,华中,已支付
O001666,U01173,2025-12-27,P008,通勤帆布包,服饰鞋包,1,157.21,信息流广告,西北,退款
O001667,U00942,2025年03月01日,P009,跑步运动鞋,服饰鞋包,2,290.2,会员短信,东北,已支付
O001668,U00541,2025-10-03,P010,即食燕麦组合,食品饮料,1,51.77,会员短信,华中,已支付
O001669,U01183,2025/02/22,P004,补水面膜套装,美妆个护,1,69.76,会员短信,西北,已支付
O001670,U00169,2025.10.21,P005,氨基酸洗面奶,美妆个护,2,62.61,会员短信,东北,已支付
O001671,U01203,2025.11.04,P010,即食燕麦组合,食品饮料,3,45.7,会员短信,华东,已支付
O001672,U01001,2025-10-26,P008,通勤帆布包,服饰鞋包,1,163.78,直播间,华东,已支付
O001673,U00994,2025年07月08日,P001,无线蓝牙耳机,数码配件,2,159.25,自然搜索,东北,已支付
O001674,U01385,2025.01.28,P008,通勤帆布包,服饰鞋包,2,155.46,自然搜索,华东,已支付
O001675,U00974,2025.04.06,P004,补水面膜套装,美妆个护,1,86.01,自然搜索,华南,已支付
O001676,U00330,2025/03/30,P001,无线蓝牙耳机,数码配件,2,197.57,自然搜索,华东,已支付
O001677,U00533,2025-02-07,P005,氨基酸洗面奶,美妆个护,1,68.4,信息流广告,华南,已支付
O001678,U00681,2025/05/02,P008,通勤帆布包,服饰鞋包,3,152.92,信息流广告,华南,已支付
O001679,U00764,2025/12/16,P009,跑步运动鞋,服饰鞋包,1,321.29,信息流广告,华东,已支付
O001680,U00291,2025.11.30,P011,精品挂耳咖啡,食品饮料,1,61.58,会员短信,华东,已支付
O001681,U00910,2025-09-05,P010,即食燕麦组合,食品饮料,3,53.42,社群团购,华南,已取消
O001682,U01127,2025.06.05,P007,轻薄羽绒服,服饰鞋包,2,346.15,会员短信,华南,已支付
O001683,U00456,2025.06.11,P012,坚果礼盒,食品饮料,1,122.82,自然搜索,东北,已取消
O001684,U00395,2025-11-19,P013,人体工学椅,家居生活,1,727.57,直播间,西北,退款
O001685,U00192,2025年08月11日,P014,香薰加湿器,家居生活,2,205.74,会员短信,华南,退款
O001686,U00231,,P007,轻薄羽绒服,服饰鞋包,1,374.56,自然搜索,华北,已支付
O001687,U00824,2025/04/09,P007,轻薄羽绒服,服饰鞋包,2,380.41,信息流广告,华北,已支付
O001688,U00677,2025/11/19,P010,即食燕麦组合,食品饮料,1,44.0,信息流广告,华东,已支付
O001689,U00668,2025-05-10,P005,氨基酸洗面奶,美妆个护,1,66.76,社群团购,西北,已支付
O001690,U00500,2025年07月09日,P014,香薰加湿器,家居生活,2,183.15,社群团购,华北,已支付
O001691,U00980,2025-04-14,P008,通勤帆布包,服饰鞋包,1,167.1,信息流广告,华南,已支付
O001692,U00206,2025/12/06,P010,即食燕麦组合,食品饮料,1,52.43,自然搜索,华北,已支付
O001693,U00932,2025.11.14,P007,轻薄羽绒服,服饰鞋包,1,405.46,社群团购,西南,已支付
O001694,U01162,2025年04月06日,P006,精华液礼盒,美妆个护,2,267.37,信息流广告,华中,已支付
O001695,U00312,2025.09.04,P015,收纳箱套装,家居生活,1,97.64,直播间,华北,已支付
O001696,U00683,2025.11.23,P002,机械键盘,数码配件,1,217.92,信息流广告,华东,已支付
O001697,U01314,2025年10月10日,P012,坚果礼盒,食品饮料,1,97.37,信息流广告,华南,已支付
O001698,U00139,2025年12月31日,P008,通勤帆布包,服饰鞋包,2,133.81,自然搜索,东北,已支付
O001699,U00249,2025-09-17,P007,轻薄羽绒服,服饰鞋包,1,415.38,自然搜索,华东,已支付
O001700,U01293,2025年09月15日,P005,氨基酸洗面奶,美妆个护,2,53.66,直播间,华北,已取消
O001701,U00782,2025.04.18,P015,收纳箱套装,家居生活,2,82.42,社群团购,华北,退款
O001702,U00010,2025/11/30,P011,精品挂耳咖啡,食品饮料,2,61.27,自然搜索,华南,已支付
O001703,U00338,2025/12/11,P012,坚果礼盒,食品饮料,3,84.01,自然搜索,西南,已支付
O001704,U00951,2025年09月15日,P005,氨基酸洗面奶,美妆个护,3,67.22,自然搜索,华中,退款
O001705,U00239,2025/07/11,P015,收纳箱套装,家居生活,1,105.17,社群团购,西北,已取消
O001706,U00825,2025.08.22,P004,补水面膜套装,美妆个护,2,94.78,信息流广告,华东,已支付
O001707,U00881,2025年07月29日,P005,氨基酸洗面奶,美妆个护,1,69.6,信息流广告,西南,已支付
O001708,U00685,2025/11/24,P013,人体工学椅,家居生活,1,715.32,信息流广告,西北,已支付
O001709,U00855,2025-09-27,P012,坚果礼盒,食品饮料,1,140.42,社群团购,华东,已支付
O001710,U00451,2025.12.03,P014,香薰加湿器,家居生活,1,166.46,会员短信,华东,已支付
O001711,U00084,2025.05.24,P001,无线蓝牙耳机,数码配件,1,199.44,信息流广告,华中,已支付
O001712,U00119,2025/07/20,P003,智能手表,数码配件,1,582.58,自然搜索,东北,已支付
O001713,U01180,2025年10月12日,P005,氨基酸洗面奶,美妆个护,1,72.14,会员短信,华北,已支付
O001714,U00712,2025.04.18,P002,机械键盘,数码配件,3,274.73,信息流广告,华东,已支付
O001715,U00443,2025年11月23日,P002,机械键盘,数码配件,1,203.08,会员短信,西北,已取消
O001716,U01202,2025年06月04日,P004,补水面膜套装,美妆个护,1,61.17,信息流广告,西南,已支付
O001717,U00204,2025.03.02,P010,即食燕麦组合,食品饮料,1,66.62,自然搜索,华北,已支付
O001718,U00107,2025.08.27,P004,补水面膜套装,美妆个护,2,72.52,自然搜索,华南,已支付
O001719,U00105,2025年07月25日,P005,氨基酸洗面奶,美妆个护,2,68.01,信息流广告,华北,已支付
O001720,U01009,2025-07-11,P007,轻薄羽绒服,服饰鞋包,1,343.58,自然搜索,华南,已支付
O001721,U00201,2025.10.13,P004,补水面膜套装,美妆个护,1,89.48,信息流广告,华南,已支付
O001722,U00633,2025-05-11,P013,人体工学椅,家居生活,2,843.29,社群团购,西南,已支付
O001723,U01199,2025-03-24,P009,跑步运动鞋,服饰鞋包,1,300.41,直播间,西北,已支付
O001724,U00576,2025/10/16,P010,即食燕麦组合,食品饮料,1,59.42,会员短信,华南,已支付
O001725,U00591,2025-07-16,P004,补水面膜套装,美妆个护,2,89.99,自然搜索,西北,已支付
O001726,U01377,2025-05-20,P010,即食燕麦组合,食品饮料,1,50.94,会员短信,东北,已支付
O001727,U00989,2025/11/12,P007,轻薄羽绒服,服饰鞋包,2,313.91,会员短信,东北,已支付
O001728,U01193,2025年01月09日,P003,智能手表,数码配件,4,532.8,自然搜索,,已支付
O001729,U01336,2025/05/29,P001,无线蓝牙耳机,数码配件,1,151.65,会员短信,华北,已支付
O001730,U00365,2025年02月05日,P004,补水面膜套装,美妆个护,1,80.32,信息流广告,华中,已支付
O001731,U01227,2025年01月04日,P012,坚果礼盒,食品饮料,1,121.22,直播间,西南,已取消
O001732,U00121,2025.04.15,P012,坚果礼盒,食品饮料,1,110.86,直播间,华东,已支付
O001733,U00606,2025.07.22,P004,补水面膜套装,美妆个护,1,79.26,社群团购,华南,退款
O001734,U00330,2025-05-02,P005,氨基酸洗面奶,美妆个护,2,56.25,,华东,已支付
O001735,U00592,2025年12月27日,P011,精品挂耳咖啡,食品饮料,2,70.13,自然搜索,华中,已支付
O001736,U00038,2025-04-24,P007,轻薄羽绒服,服饰鞋包,1,348.52,信息流广告,华东,已支付
O001737,U00868,2025-03-28,P008,通勤帆布包,服饰鞋包,1,168.2,直播间,华北,已支付
O001738,U00174,2025/05/07,P013,人体工学椅,家居生活,1,1009.23,社群团购,东北,已支付
O001739,U00238,2025/09/19,P002,机械键盘,数码配件,1,242.07,社群团购,华北,已取消
O001740,U01345,2025-12-03,P012,坚果礼盒,食品饮料,4,,直播间,华南,已支付
O001741,U00512,2025年04月05日,P001,无线蓝牙耳机,数码配件,2,169.18,直播间,东北,已支付
O001742,U00926,2025-11-14,P009,跑步运动鞋,服饰鞋包,2,256.32,信息流广告,西北,已取消
O001743,U00093,2025年08月23日,P015,收纳箱套装,家居生活,2,101.53,自然搜索,西北,已支付
O001744,U00013,2025.12.25,P001,无线蓝牙耳机,数码配件,1,156.32,信息流广告,西南,已支付
O001745,U00344,2025.03.30,P013,人体工学椅,家居生活,2,975.54,信息流广告,华中,退款
O001746,U01065,2025-06-22,P006,精华液礼盒,美妆个护,1,248.71,自然搜索,华北,已支付
O001747,U00259,2025年01月14日,P003,智能手表,数码配件,1,492.73,信息流广告,华东,已支付
O001748,U00319,2025-08-20,P008,通勤帆布包,服饰鞋包,1,127.52,自然搜索,华北,已支付
O001749,U00772,2025.03.31,P006,精华液礼盒,美妆个护,2,255.8,自然搜索,华北,已支付
O001750,U01120,2025.10.24,P002,机械键盘,数码配件,1,294.55,信息流广告,华东,已支付
O001751,U00728,2025.06.29,P004,补水面膜套装,美妆个护,1,77.03,社群团购,华东,已支付
O001752,U01322,,P009,跑步运动鞋,服饰鞋包,1,339.95,自然搜索,华东,已支付
O001753,U01305,2025.05.03,P013,人体工学椅,家居生活,2,907.56,自然搜索,华南,已支付
O001754,U00016,2025年12月15日,P004,补水面膜套装,美妆个护,1,68.88,信息流广告,华中,已支付
O001755,U00399,2025.08.26,P015,收纳箱套装,家居生活,1,97.26,直播间,华东,已支付
O001756,U01228,2025-01-19,P007,轻薄羽绒服,服饰鞋包,1,385.58,会员短信,华东,已支付
O001757,U00780,2025-05-02,P013,人体工学椅,家居生活,1,976.48,自然搜索,西南,已支付
O001758,U01192,2025.01.06,P015,收纳箱套装,家居生活,4,78.86,信息流广告,华南,已支付
O001759,U00640,2025/11/30,P010,即食燕麦组合,食品饮料,2,41.22,直播间,华中,已支付
O001760,U00924,2025.11.28,P007,轻薄羽绒服,服饰鞋包,1,317.32,信息流广告,华中,已支付
O001761,U00816,2025/10/15,P009,跑步运动鞋,服饰鞋包,2,321.6,会员短信,华南,已支付
O001762,U00486,2025/03/28,P015,收纳箱套装,家居生活,3,86.96,信息流广告,华南,已支付
O001763,U00224,2025/09/29,P011,精品挂耳咖啡,食品饮料,2,72.05,自然搜索,华中,已支付
O001764,U01172,2025.02.22,P012,坚果礼盒,食品饮料,2,126.75,自然搜索,华北,已支付
O001765,U00974,2025-12-31,P003,智能手表,数码配件,1,462.06,直播间,华北,已支付
O001766,U00330,2025/01/20,P005,氨基酸洗面奶,美妆个护,2,57.17,会员短信,华东,已支付
O001767,U00164,2025.02.24,P007,轻薄羽绒服,服饰鞋包,2,389.52,信息流广告,华北,已支付
O001768,U00012,2025.04.03,P003,智能手表,数码配件,1,543.15,自然搜索,华南,已支付
O001769,U00806,2025.08.03,P015,收纳箱套装,家居生活,2,97.11,自然搜索,西南,已支付
O001770,U01164,2025-11-29,P006,精华液礼盒,美妆个护,1,189.06,直播间,华南,退款
O001771,U00117,2025-10-07,P004,补水面膜套装,美妆个护,1,88.29,直播间,华东,已支付
O001772,U01097,2025/09/04,P006,精华液礼盒,美妆个护,1,268.63,自然搜索,华北,已支付
O001773,U00482,2025.10.02,P005,氨基酸洗面奶,美妆个护,1,71.0,直播间,华东,已取消
O001774,U01175,2025年03月17日,P006,精华液礼盒,美妆个护,1,252.99,自然搜索,华南,已支付
O001775,U00301,2025/12/19,P015,收纳箱套装,家居生活,1,66.24,自然搜索,西北,已支付
O001776,U00673,2025-08-21,P010,即食燕麦组合,食品饮料,2,49.37,社群团购,华南,已支付
O001777,U01106,2025-05-23,P012,坚果礼盒,食品饮料,1,95.11,自然搜索,华南,已支付
O001778,U00629,2025/05/30,P003,智能手表,数码配件,1,492.19,会员短信,华东,已支付
O001779,U00987,2025.07.10,P009,跑步运动鞋,服饰鞋包,1,287.92,会员短信,华中,已支付
O001780,U00669,2025-02-11,P014,香薰加湿器,家居生活,1,175.0,直播间,华北,已支付
O001781,U00821,2025/02/08,P013,人体工学椅,家居生活,1,717.8,直播间,华东,已支付
O001782,U01146,2025.11.25,P010,即食燕麦组合,食品饮料,1,54.43,自然搜索,华东,已支付
O001783,U00374,2025-01-17,P002,机械键盘,数码配件,3,281.84,自然搜索,华南,已支付
O001784,U00190,2025年05月11日,P005,氨基酸洗面奶,美妆个护,1,63.83,会员短信,华南,已支付
O001785,U00945,2025/11/09,P012,坚果礼盒,食品饮料,1,95.23,,华东,已支付
O001786,U01269,2025年10月03日,P002,机械键盘,数码配件,1,296.58,会员短信,西北,退款
O001787,U00979,2025.11.01,P014,香薰加湿器,家居生活,1,128.07,直播间,华中,已支付
O001788,U00602,2025年03月02日,P002,机械键盘,数码配件,1,285.52,社群团购,华东,已支付
O001789,U01111,2025-05-10,P008,通勤帆布包,服饰鞋包,1,174.06,会员短信,华东,已支付
O001790,U00353,2025.08.31,P003,智能手表,数码配件,1,485.23,自然搜索,西北,已取消
O001791,U00674,2025-05-26,P009,跑步运动鞋,服饰鞋包,1,285.23,自然搜索,华东,已支付
O001792,U01085,2025/01/11,P003,智能手表,数码配件,1,453.59,自然搜索,华南,已支付
O001793,U01140,2025.11.21,P006,精华液礼盒,美妆个护,3,255.45,自然搜索,西南,已支付
O001794,U01198,2025年08月29日,P010,即食燕麦组合,食品饮料,1,48.64,信息流广告,西南,已支付
O001795,U01221,2025/08/05,P009,跑步运动鞋,服饰鞋包,1,294.15,直播间,华中,已支付
O001796,U00042,2025/09/29,P011,精品挂耳咖啡,食品饮料,1,70.7,自然搜索,华中,已支付
O001797,U01295,2025年06月21日,P003,智能手表,数码配件,1,369.95,信息流广告,华北,已支付
O001798,U00877,2025/09/04,P011,精品挂耳咖啡,食品饮料,2,71.43,社群团购,华中,已支付
O001799,U01321,2025.01.19,P008,通勤帆布包,服饰鞋包,1,159.24,社群团购,华东,已支付
O001800,U00275,2025.12.18,P012,坚果礼盒,食品饮料,1,114.09,自然搜索,华南,已支付
O001801,U00892,2025年08月11日,P001,无线蓝牙耳机,数码配件,1,170.81,会员短信,华东,已支付
O001802,U00101,2025.11.16,P010,即食燕麦组合,食品饮料,1,49.37,自然搜索,西南,已支付
O001803,U01386,2025.08.11,P001,无线蓝牙耳机,数码配件,2,168.88,社群团购,华南,已支付
O001804,U00670,2025-09-03,P010,即食燕麦组合,食品饮料,1,50.5,信息流广告,西北,已支付
O001805,U00466,2025-07-12,P005,氨基酸洗面奶,美妆个护,1,63.17,自然搜索,华东,已支付
O001806,U01171,2025/11/19,P012,坚果礼盒,食品饮料,1,119.49,信息流广告,华东,已支付
O001807,U00962,2025/06/29,P003,智能手表,数码配件,1,393.34,自然搜索,华中,已支付
O001808,U00839,2025-01-31,P005,氨基酸洗面奶,美妆个护,1,77.37,会员短信,华南,已支付
O001809,U00684,2025/11/07,P001,无线蓝牙耳机,数码配件,2,168.6,直播间,华东,已支付
O001810,U00038,2025/11/03,P011,精品挂耳咖啡,食品饮料,1,54.76,自然搜索,西南,已支付
O001811,U00197,2025.08.21,P010,即食燕麦组合,食品饮料,1,56.2,直播间,西南,已支付
O001812,U00205,2025-07-01,P008,通勤帆布包,服饰鞋包,1,162.28,会员短信,西南,已支付
O001813,U01255,,P013,人体工学椅,家居生活,1,951.73,会员短信,华南,已支付
O001814,U01129,2025.06.06,P011,精品挂耳咖啡,食品饮料,3,67.9,自然搜索,华北,已支付
O001815,U00566,2025年08月10日,P010,即食燕麦组合,食品饮料,1,59.04,信息流广告,西南,已支付
O001816,U00360,2025年01月14日,P007,轻薄羽绒服,服饰鞋包,1,352.64,自然搜索,华东,已支付
O001817,U00980,2025.12.12,P006,精华液礼盒,美妆个护,1,243.36,信息流广告,华东,已取消
O001818,U00360,2025年03月31日,P011,精品挂耳咖啡,食品饮料,1,74.13,信息流广告,华南,已支付
O001819,U00943,2025/12/29,P003,智能手表,数码配件,1,424.17,会员短信,华东,已支付
O001820,U00924,2025-03-11,P009,跑步运动鞋,服饰鞋包,1,368.39,信息流广告,华东,已支付
O001821,U00329,2025年12月15日,P002,机械键盘,数码配件,1,271.15,自然搜索,华中,已支付
O001822,U00324,2025/07/15,P006,精华液礼盒,美妆个护,1,268.39,自然搜索,华东,已支付
O001823,U00648,2025-12-13,P009,跑步运动鞋,服饰鞋包,2,303.86,社群团购,西南,已支付
O001824,U00141,2025年09月23日,P006,精华液礼盒,美妆个护,1,211.04,信息流广告,华南,已支付
O001825,U00091,2025年12月06日,P014,香薰加湿器,家居生活,1,174.41,自然搜索,华中,已支付
O001826,U00821,2025.07.07,P002,机械键盘,数码配件,2,246.72,会员短信,华东,已支付
O001827,U01236,2025-03-21,P004,补水面膜套装,美妆个护,1,66.56,会员短信,西南,已支付
O001828,U00229,2025年09月25日,P004,补水面膜套装,美妆个护,3,73.26,直播间,华东,已支付
O001829,U00098,2025-10-06,P002,机械键盘,数码配件,1,336.02,自然搜索,华东,已支付
O001830,U00031,2025/03/24,P006,精华液礼盒,美妆个护,1,278.7,直播间,华中,已支付
O001831,U00835,2025.11.27,P014,香薰加湿器,家居生活,3,147.79,社群团购,华中,已支付
O001832,U00542,2025/10/06,P010,即食燕麦组合,食品饮料,1,64.38,信息流广告,华北,已支付
O001833,U00834,2025.03.29,P010,即食燕麦组合,食品饮料,1,57.07,直播间,华南,已支付
O001834,U00345,2025年06月06日,P010,即食燕麦组合,食品饮料,1,47.64,直播间,华南,已支付
O001835,U01326,2025-09-10,P006,精华液礼盒,美妆个护,2,269.26,直播间,华东,已支付
O001836,U00143,2025年02月23日,P005,氨基酸洗面奶,美妆个护,1,61.79,社群团购,华南,已支付
O001837,U00505,2025-08-26,P009,跑步运动鞋,服饰鞋包,1,336.12,自然搜索,西北,已支付
O001838,U00243,2025/09/27,P006,精华液礼盒,美妆个护,2,228.08,信息流广告,华南,已支付
O001839,U01290,2025-02-11,P010,即食燕麦组合,食品饮料,1,55.58,信息流广告,华东,已支付
O001840,U00901,2025/06/23,P012,坚果礼盒,食品饮料,1,95.37,自然搜索,华中,已支付
O001841,U00574,2025年11月22日,P008,通勤帆布包,服饰鞋包,2,135.96,自然搜索,华北,已支付
O001842,U01329,2025-02-13,P008,通勤帆布包,服饰鞋包,1,176.58,自然搜索,华北,已支付
O001843,U00104,2025-03-13,P006,精华液礼盒,美妆个护,2,248.07,自然搜索,华东,已支付
O001844,U00544,2025-03-02,P015,收纳箱套装,家居生活,3,104.43,会员短信,西南,已支付
O001845,U00444,2025-09-02,P015,收纳箱套装,家居生活,1,94.62,社群团购,华北,已支付
O001846,U00222,2025/03/31,P012,坚果礼盒,食品饮料,1,114.72,直播间,东北,已支付
O001847,U00036,2025/11/11,P006,精华液礼盒,美妆个护,2,230.76,自然搜索,华东,已支付
O001848,U00735,2025.10.15,P005,氨基酸洗面奶,美妆个护,1,77.66,自然搜索,华东,已支付
O001849,U01112,2025年06月19日,P013,人体工学椅,家居生活,1,783.2,自然搜索,华东,已支付
O001850,U01016,2025年09月21日,P010,即食燕麦组合,食品饮料,1,50.1,信息流广告,华北,已支付
O001851,U00443,2025/05/12,P011,精品挂耳咖啡,食品饮料,1,65.43,自然搜索,华南,已支付
O001852,U01265,2025-08-17,P005,氨基酸洗面奶,美妆个护,2,64.73,自然搜索,华东,已支付
